"index","gender","car","reality","child_num","income_total","income_type","edu_type","family_type","house_type","DAYS_BIRTH","DAYS_EMPLOYED","FLAG_MOBIL","work_phone","phone","email","occyp_type","family_size","begin_month","credit"
9473,"F","N","Y",0,180000,"Pensioner","Higher education","Married","House / apartment",-21881,365243,1,0,0,0,"",2,-16,"bad"
9474,"F","N","Y",0,121500,"State servant","Higher education","Widow","House / apartment",-19426,-1598,1,1,1,0,"Accountants",1,-12,"bad"
9475,"F","Y","Y",0,112500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-13686,-1256,1,0,0,0,"Cooking staff",2,-2,"good"
9476,"F","N","Y",0,202500,"Working","Secondary / secondary special","Married","House / apartment",-14523,-3420,1,0,0,0,"Core staff",2,-18,"bad"
9477,"M","Y","Y",2,315000,"Working","Higher education","Married","House / apartment",-13803,-160,1,1,1,0,"",4,-8,"bad"
9478,"F","N","N",1,202500,"Working","Secondary / secondary special","Married","House / apartment",-12047,-3443,1,0,0,0,"Managers",3,-15,"bad"
9479,"F","N","Y",0,202500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-21126,365243,1,0,0,0,"",1,-25,"bad"
9480,"M","N","Y",0,67500,"Pensioner","Higher education","Married","House / apartment",-23010,365243,1,0,0,0,"",2,-36,"bad"
9481,"M","Y","N",0,103500,"Working","Secondary / secondary special","Married","House / apartment",-12120,-4602,1,1,1,0,"Managers",2,-11,"bad"
9482,"F","Y","Y",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-16415,-9756,1,0,0,0,"Laborers",2,-35,"bad"
9483,"F","N","Y",0,270000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-23310,365243,1,0,0,0,"",1,-7,"bad"
9484,"F","N","Y",0,202500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15088,-2092,1,0,1,0,"Sales staff",2,-52,"bad"
9485,"F","N","N",0,112500,"State servant","Secondary / secondary special","Single / not married","House / apartment",-19087,-5828,1,1,1,0,"Security staff",1,-43,"bad"
9486,"F","N","N",0,112500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-10303,-1527,1,1,1,0,"Laborers",2,-1,"good"
9487,"M","Y","N",2,360000,"Working","Secondary / secondary special","Married","House / apartment",-16030,-2540,1,1,0,0,"Drivers",4,-45,"bad"
9488,"M","N","Y",0,382500,"Pensioner","Secondary / secondary special","Married","House / apartment",-19648,365243,1,0,0,0,"",2,-40,"good"
9489,"F","N","N",1,180000,"Working","Secondary / secondary special","Married","House / apartment",-14167,-735,1,0,1,0,"Laborers",3,-56,"bad"
9490,"F","N","Y",0,135000,"Commercial associate","Higher education","Single / not married","House / apartment",-11375,-1236,1,0,0,0,"Sales staff",1,-4,"bad"
9491,"F","Y","Y",3,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-11363,-721,1,0,1,0,"High skill tech staff",5,-43,"bad"
9492,"F","N","Y",0,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17038,-925,1,1,1,0,"Core staff",2,-14,"bad"
9493,"F","N","Y",0,180000,"Working","Higher education","Widow","House / apartment",-23035,-2134,1,0,0,0,"Secretaries",1,-19,"good"
9494,"F","Y","Y",0,225000,"Working","Higher education","Married","House / apartment",-11682,-3488,1,1,0,0,"",2,-52,"bad"
9495,"M","N","Y",1,225000,"Working","Secondary / secondary special","Married","House / apartment",-18176,-1312,1,0,1,0,"Laborers",3,-21,"bad"
9496,"M","Y","Y",0,202500,"Working","Secondary / secondary special","Married","House / apartment",-19974,-230,1,0,1,0,"Laborers",2,-55,"good"
9497,"F","Y","N",1,112500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-10858,-3215,1,0,0,1,"",3,-40,"bad"
9498,"M","Y","N",0,267750,"Working","Higher education","Married","House / apartment",-20991,-4727,1,0,1,0,"Laborers",2,-30,"bad"
9499,"F","N","Y",0,90000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21529,365243,1,0,1,0,"",2,-12,"good"
9500,"M","Y","Y",1,225000,"State servant","Higher education","Married","House / apartment",-12763,-2255,1,0,1,0,"Core staff",3,-10,"good"
9501,"M","Y","Y",0,360000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15344,-314,1,0,0,0,"Drivers",2,-36,"bad"
9502,"F","N","Y",1,112500,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-14934,-1350,1,0,1,0,"Sales staff",3,-2,"good"
9503,"M","N","N",0,315000,"Working","Secondary / secondary special","Married","House / apartment",-10860,-1001,1,1,0,0,"Security staff",2,-16,"good"
9504,"M","Y","N",1,247500,"Commercial associate","Higher education","Married","House / apartment",-10425,-3202,1,0,1,0,"IT staff",3,-43,"bad"
9505,"M","Y","Y",0,450000,"Pensioner","Higher education","Married","House / apartment",-17296,365243,1,0,0,0,"",2,-11,"bad"
9506,"M","Y","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-13440,-6639,1,0,0,0,"Core staff",2,-39,"good"
9507,"F","N","Y",0,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-16668,-2277,1,0,0,0,"Laborers",2,-54,"bad"
9508,"M","N","Y",3,180000,"Working","Secondary / secondary special","Married","House / apartment",-12582,-1838,1,1,1,0,"Drivers",5,-22,"bad"
9509,"F","Y","N",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-21408,-2512,1,1,0,0,"",2,-43,"good"
9510,"F","Y","Y",0,135000,"Working","Higher education","Married","House / apartment",-15468,-4834,1,0,0,1,"",2,-42,"good"
9511,"M","Y","N",1,292500,"Working","Secondary / secondary special","Separated","House / apartment",-12692,-1056,1,0,1,0,"Laborers",2,-20,"bad"
9512,"M","Y","Y",0,225000,"Working","Secondary / secondary special","Single / not married","House / apartment",-9586,-1107,1,0,0,0,"",1,-21,"good"
9513,"M","Y","Y",0,382500,"Working","Higher education","Civil marriage","House / apartment",-10613,-705,1,0,0,0,"Laborers",2,-10,"bad"
9514,"M","N","N",0,112500,"Pensioner","Higher education","Married","House / apartment",-20583,365243,1,0,1,0,"",2,-11,"bad"
9515,"M","Y","Y",2,157500,"Commercial associate","Higher education","Married","With parents",-14192,-626,1,0,0,0,"Drivers",4,-6,"bad"
9516,"F","N","Y",0,180000,"Commercial associate","Higher education","Civil marriage","House / apartment",-12946,-341,1,0,1,1,"Sales staff",2,-30,"good"
9517,"M","N","Y",0,315000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-12727,-2478,1,0,0,0,"Security staff",1,-6,"good"
9518,"F","Y","N",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23324,365243,1,0,1,0,"",2,-9,"bad"
9519,"F","N","N",0,234000,"Working","Secondary / secondary special","Single / not married","House / apartment",-17960,-1626,1,1,0,0,"Cleaning staff",1,-8,"bad"
9520,"F","Y","Y",2,135000,"Working","Secondary / secondary special","Married","House / apartment",-12406,-265,1,0,0,1,"Drivers",4,-10,"bad"
9521,"F","N","Y",0,81000,"Working","Secondary / secondary special","Married","House / apartment",-16940,-563,1,0,0,0,"Laborers",2,-22,"good"
9522,"F","N","Y",0,225000,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-13046,-671,1,0,0,0,"",2,-40,"bad"
9523,"F","N","Y",0,135000,"Working","Secondary / secondary special","Single / not married","House / apartment",-20890,-3303,1,0,0,0,"Laborers",1,-24,"bad"
9524,"F","N","N",0,180000,"Pensioner","Higher education","Single / not married","House / apartment",-21191,365243,1,0,1,0,"",1,-21,"bad"
9525,"F","Y","Y",0,256500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-13821,-1071,1,0,0,1,"Core staff",2,-49,"good"
9526,"M","N","N",2,112500,"Working","Higher education","Married","House / apartment",-11278,-4459,1,0,0,0,"Low-skill Laborers",4,-30,"bad"
9527,"F","N","N",2,180000,"Commercial associate","Incomplete higher","Married","House / apartment",-13803,-3249,1,0,1,0,"Sales staff",4,-59,"bad"
9528,"F","N","Y",0,126000,"State servant","Higher education","Married","House / apartment",-18888,-7347,1,0,0,0,"Core staff",2,-58,"bad"
9529,"F","N","Y",0,180000,"Pensioner","Higher education","Separated","House / apartment",-23789,365243,1,0,0,0,"",1,-60,"good"
9530,"M","N","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-10368,-1259,1,1,0,0,"High skill tech staff",2,-30,"bad"
9531,"F","Y","Y",0,126000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-10302,-734,1,0,0,0,"Core staff",2,-48,"good"
9532,"M","Y","Y",0,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15053,-1131,1,0,0,0,"Managers",2,-56,"bad"
9533,"M","N","Y",0,135000,"Working","Higher education","Married","House / apartment",-19780,-7097,1,0,0,0,"Laborers",2,-16,"bad"
9534,"F","Y","N",2,112500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-10668,-401,1,1,1,0,"Sales staff",4,-15,"bad"
9535,"F","N","N",0,81000,"Pensioner","Secondary / secondary special","Married","House / apartment",-20145,365243,1,0,0,0,"",2,-23,"good"
9536,"M","Y","N",0,90000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-10853,-249,1,0,1,0,"Laborers",1,-7,"bad"
9537,"F","N","N",0,135000,"Working","Higher education","Married","House / apartment",-13202,-2646,1,1,0,0,"Laborers",2,-42,"bad"
9538,"F","N","Y",0,292500,"Commercial associate","Higher education","Civil marriage","House / apartment",-14522,-1552,1,0,0,0,"Laborers",2,-35,"bad"
9539,"F","N","Y",1,112500,"Working","Secondary / secondary special","Single / not married","Office apartment",-13593,-1692,1,0,0,0,"Sales staff",2,-21,"bad"
9540,"F","N","N",1,36000,"Working","Secondary / secondary special","Married","Rented apartment",-13160,-5543,1,1,0,0,"Laborers",3,-21,"bad"
9541,"F","N","Y",0,157500,"Pensioner","Secondary / secondary special","Married","House / apartment",-20359,365243,1,0,0,1,"",2,-34,"bad"
9542,"F","N","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-16573,-4574,1,0,0,0,"",2,-60,"bad"
9543,"F","N","Y",0,112500,"Working","Higher education","Civil marriage","House / apartment",-10443,-560,1,0,0,0,"Core staff",2,-12,"good"
9544,"M","N","Y",1,180000,"Working","Higher education","Married","With parents",-15670,-1654,1,0,0,0,"Cooking staff",3,-35,"good"
9545,"F","N","N",1,144000,"Commercial associate","Higher education","Married","House / apartment",-12753,-1315,1,1,1,0,"",3,0,"good"
9546,"F","N","N",0,99000,"Working","Higher education","Married","House / apartment",-14661,-5521,1,0,0,0,"",2,-31,"good"
9547,"F","N","N",0,450000,"Working","Higher education","Separated","House / apartment",-19046,-1002,1,0,1,0,"Core staff",1,-59,"good"
9548,"M","N","Y",2,225000,"Working","Secondary / secondary special","Married","House / apartment",-17624,-686,1,1,1,0,"Drivers",4,-46,"good"
9549,"F","N","Y",0,193500,"State servant","Secondary / secondary special","Married","Office apartment",-22168,-10155,1,0,0,0,"Cooking staff",2,-1,"good"
9550,"M","N","N",0,135000,"Working","Secondary / secondary special","Separated","House / apartment",-14118,-3174,1,0,0,0,"Laborers",1,-13,"good"
9551,"M","Y","Y",0,247500,"State servant","Higher education","Single / not married","House / apartment",-10012,-826,1,1,1,0,"High skill tech staff",1,-37,"good"
9552,"M","N","Y",1,157500,"Working","Secondary / secondary special","Civil marriage","Municipal apartment",-13273,-1024,1,0,0,0,"Drivers",3,-53,"bad"
9553,"M","N","N",0,180000,"Commercial associate","Higher education","Civil marriage","House / apartment",-19365,-243,1,0,0,1,"Laborers",2,0,"good"
9554,"F","Y","Y",0,157500,"Working","Higher education","Married","House / apartment",-22799,-5547,1,0,0,0,"Managers",2,-3,"good"
9555,"M","N","N",0,270000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-14255,-762,1,1,1,1,"Drivers",2,-41,"bad"
9556,"F","N","Y",1,157500,"State servant","Secondary / secondary special","Single / not married","House / apartment",-12676,-1350,1,0,0,0,"Waiters/barmen staff",2,0,"good"
9557,"M","N","Y",3,90000,"Working","Secondary / secondary special","Married","House / apartment",-12681,-1677,1,0,0,0,"Core staff",5,-47,"bad"
9558,"F","N","N",0,238500,"Working","Secondary / secondary special","Married","House / apartment",-19305,-3296,1,1,0,0,"Laborers",2,-41,"good"
9559,"F","Y","Y",2,135000,"Working","Secondary / secondary special","Married","House / apartment",-15761,-3173,1,0,0,0,"Laborers",4,-8,"good"
9560,"F","N","N",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-15692,-9136,1,1,1,0,"",3,-55,"good"
9561,"F","N","N",2,139500,"Working","Incomplete higher","Married","With parents",-13166,-2988,1,1,1,0,"Core staff",4,-42,"bad"
9562,"M","Y","Y",0,180000,"Working","Secondary / secondary special","Single / not married","House / apartment",-19307,-603,1,1,1,0,"Laborers",1,-9,"bad"
9563,"F","N","Y",0,85500,"Pensioner","Lower secondary","Civil marriage","House / apartment",-24101,365243,1,0,1,0,"",2,-40,"bad"
9564,"M","N","Y",0,180000,"Working","Secondary / secondary special","Single / not married","House / apartment",-10809,-2334,1,1,0,0,"",1,-58,"bad"
9565,"M","N","Y",0,225000,"Pensioner","Higher education","Civil marriage","House / apartment",-16518,365243,1,0,0,0,"",2,-57,"good"
9566,"F","N","Y",0,157500,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-15841,-2686,1,1,0,0,"Waiters/barmen staff",1,-24,"good"
9567,"M","N","Y",1,103500,"Working","Secondary / secondary special","Married","House / apartment",-11822,-657,1,1,0,0,"Laborers",3,-20,"bad"
9568,"F","N","Y",0,247500,"Working","Secondary / secondary special","Widow","House / apartment",-18040,-4813,1,0,0,0,"",1,-14,"bad"
9569,"F","N","Y",1,324000,"State servant","Higher education","Married","House / apartment",-13482,-4795,1,0,0,0,"Managers",3,-6,"bad"
9570,"F","Y","Y",1,184500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15921,-1448,1,0,0,0,"Managers",3,-6,"bad"
9571,"M","Y","N",1,202500,"Working","Incomplete higher","Married","House / apartment",-11745,-231,1,1,0,0,"Drivers",3,-36,"good"
9572,"M","Y","Y",0,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-12365,-1141,1,0,0,0,"Laborers",2,-19,"bad"
9573,"M","N","Y",0,166500,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-21031,365243,1,0,0,0,"",2,-36,"bad"
9574,"F","N","N",0,270000,"Working","Secondary / secondary special","Married","House / apartment",-17778,-1719,1,1,1,0,"High skill tech staff",2,-58,"bad"
9575,"F","N","Y",0,292500,"Commercial associate","Higher education","Married","House / apartment",-18942,-4854,1,1,0,0,"Sales staff",2,-26,"bad"
9576,"M","N","N",2,247500,"Working","Secondary / secondary special","Married","Office apartment",-13953,-3231,1,1,1,0,"Laborers",4,-12,"good"
9577,"F","N","N",1,45000,"Working","Secondary / secondary special","Married","House / apartment",-13597,-96,1,0,0,0,"Core staff",3,-13,"bad"
9578,"F","N","Y",0,202500,"Working","Secondary / secondary special","Married","House / apartment",-15929,-2879,1,0,1,0,"Laborers",2,-29,"bad"
9579,"M","Y","Y",0,116100,"Working","Secondary / secondary special","Married","House / apartment",-10136,-2441,1,0,0,0,"Laborers",2,-29,"bad"
9580,"F","N","Y",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-19922,-1128,1,0,0,0,"",2,-16,"bad"
9581,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Separated","House / apartment",-21613,365243,1,0,0,0,"",1,-43,"bad"
9582,"M","Y","Y",1,270000,"Working","Secondary / secondary special","Married","House / apartment",-18383,-3870,1,1,0,0,"Drivers",3,-4,"good"
9583,"F","Y","Y",1,225000,"Working","Higher education","Separated","House / apartment",-14816,-1672,1,0,0,0,"Core staff",2,-14,"bad"
9584,"F","N","N",0,135000,"Working","Higher education","Married","House / apartment",-9887,-2474,1,0,1,0,"Sales staff",2,-10,"bad"
9585,"F","Y","Y",0,360000,"Working","Secondary / secondary special","Separated","House / apartment",-10597,-574,1,1,0,0,"Medicine staff",1,-10,"bad"
9586,"M","Y","Y",1,180000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-12323,-2898,1,0,0,0,"Drivers",2,-10,"bad"
9587,"F","N","Y",2,90000,"Working","Secondary / secondary special","Married","House / apartment",-12530,-218,1,0,0,0,"Laborers",4,-18,"bad"
9588,"F","N","Y",0,171000,"Working","Secondary / secondary special","Married","House / apartment",-15111,-2019,1,1,1,0,"Sales staff",2,-29,"good"
9589,"F","Y","N",0,144000,"Working","Secondary / secondary special","Widow","House / apartment",-14407,-1345,1,0,0,0,"HR staff",1,-60,"bad"
